author,comment,published_at,likes,type
@xordux7,What struggle?,2020-04-01T09:25:18Z,3,Reply
@kawsarahmmedchandon1462,"Hey, I love your videos on problem solving. I always try to wach your competitive programming live session. I have learned so much from those. dont be like other crappy youtubers who are regularly making this kind of content like how to become a software developer or how to start competitive programming. we all know it is all about practice, no one can be as good as a person who train him/herself every single day. so bring more explanation about algorithms and data structures and mathematics. and stay at home dear :)",2020-04-01T07:56:41Z,13,Main Comment
@vikashprasad3279,Give me heart❤️❤️❤️🥺🥺,2020-04-01T07:55:50Z,0,Main Comment
@cplusplussizeddick1430,"Ha, forgot to edit out 3:39?? Or funny humor lol",2020-04-01T07:55:46Z,0,Main Comment
@ashrafulfuad2967,thanks for such an advice,2020-04-01T07:55:34Z,0,Main Comment
@srinivast84,Can u make a video in how to debug a program.,2020-04-01T07:53:11Z,0,Main Comment
@architbhonsle7356,I'd say Hackerrank works better for learning. Just go to the Problem Solving section and do whatever comes up in recommended. You can sort by difficulty and problem type.The submission and testing process and the UI is better. Codeforces is great but only for contests.,2020-04-01T07:52:34Z,0,Main Comment
@davidakoji3696,I see bear LIMAK on yo t-shirt.,2020-04-01T07:52:29Z,0,Main Comment
@kushaltandon7720,Humour with serious face that's errichto for you,2020-04-01T07:49:05Z,0,Main Comment
@TheSkeef79,"Hello, i found something interesting in my skills, i am doing CP for 1.5 years and i'm purple now. But i found that I'm bad at solving tasks from competitions like open cup div2 , or some school competitions, tasks in this competitions feels so different and so hard for me. And now I'm start thinking that when you good at codeforces completions you only good at them, but not in other competitions. I know it sounds strange , but i feel it like that. So, do you have any suggestions why this happens?",2020-04-01T07:48:00Z,31,Main Comment
@lukagogoladze4470,"Most CF problems are a little different from problems that appear on international and national olympiads (IOI, POI, USACO, etc). I think it's because CF contests usually last for 2.5 hours and there are 5-6 problems, after comparing that to 5 hours and 3-4 problems (in olympiads I listed above) you kinda get the idea of difference in difficulty. So basically being good at CF and being good at CP in general are slightly different things. I personally stopped doing CF and got back to it couple of weeks ago. My rating is lower than it was 1 year ago even though I excelled in CP generally speaking.",2020-04-01T10:27:20Z,3,Reply
@muhammadkamalshafi4403,"I think the first reason is school competitions usually have more classic problems(at least in my country), while on codeforces you have many different round and author, so the topics of problem probably more diverse from one contest to another. At some of the time you can get high rating changes while on other time you lose a little rating. 

Another reason I can think of is that depending on the level of competition you participate. Is it for high school or is it for University students. I found out that high school competitions problems have more ad hoc/dp type problem and they didn't have that many hard data structures(need more knowledge) problems compare to University competitions.

The last reason is, on codeforces you need to be a fast coder. You can be better at this after you practice by joining many of such contests. While problems on competitions usually are on a deeper level and you need time and more knowledge and the score of problem won't change even if you solved it on last minute.",2020-04-01T11:48:18Z,1,Reply
@Errichto,"The style slightly differs but not enough that you will be a beast in one platform and a noob somewhere else. Open cup requires more knowledge and is kind of more advanced, I would say.",2020-04-01T12:06:18Z,32,Reply
@jamshidchungath,👋,2020-04-01T07:47:53Z,0,Main Comment
@adityaranjanmohanty5980,Can i use java for competitive programming?,2020-04-01T07:47:41Z,0,Main Comment
@systemflaws,"Thanks, Errichto!
The practice is a key to become a red coder.",2020-04-01T07:46:31Z,0,Main Comment
@MehediHasan-wx3no,"Hey Errichto , can you make a playlist or atleast some videos some thing like Dynamic Programming for Beginner( Surely not beginner in programming , Beginner in DP)",2020-04-01T07:45:57Z,1,Main Comment
@CarlosMartinez-jf3rn,atcoder [dot] jp/contests/dp/tasks try this if u get stuck check the solutions in submits section,2020-04-01T08:25:52Z,1,Reply
@varunmanchanda3972,"Practice, Practice and Practice.............",2020-04-01T07:45:55Z,0,Main Comment
@MaskedChroniclesReal,humour++,2020-04-01T07:45:39Z,3,Main Comment
@so7am96,"*cringing* xD
loved the sense of humor :))",2020-04-01T07:45:22Z,1,Main Comment
@prakash_77,02:21 PROMLEMS 😁😁,2020-04-01T07:44:09Z,2,Main Comment
@Errichto,:O that actually wasn't intentional,2020-04-01T09:39:31Z,2,Reply
@danilzashikhin3591,Nice teddy bear,2020-04-01T07:44:06Z,2,Main Comment
@potassium_cyanide_boy8515,"Hi bro...
What if i am not that much talented..What if i am not good in math and puzzle solving. Can i still able to build good programming skill..?",2020-04-01T07:43:37Z,0,Main Comment
@bparanj,Yes. You need the desire and motivation to work through coding problems.,2020-05-07T05:36:32Z,0,Reply
@danilzashikhin3591,"Summary: Kamil has N videos. I will review them and estimate their value
(Some text)
Final conclusion: Kamil is a clown",2020-04-01T07:43:07Z,3,Main Comment
@aryamanarora3630,Kamil is a clown,2020-04-01T10:41:48Z,1,Reply
@prakash_77,02:21 Which standings are these? Where can I see it?,2020-04-01T07:39:05Z,0,Main Comment
@Errichto,"Problemset -> standings
It shows the total number of problems you solved in CF.",2020-04-01T07:41:48Z,1,Reply
@prakash_77,@Errichto Did you filter it somehow. Because it shows unrated coders also and from all regions. Yours looks like of a specific region or country.,2020-04-01T07:49:58Z,0,Reply
@MaskedChroniclesReal,They're his friends,2020-04-01T07:54:10Z,2,Reply
@Errichto,"@prakash_77 As @Palash said, it's my friends standings.",2020-04-01T09:44:39Z,1,Reply
@mursalinahmed3463,I have a problem of being stuck...that is a good point to not think about it.,2020-04-01T07:37:21Z,1,Main Comment
@albarakati2003,I like your joke !,2020-04-01T07:37:13Z,0,Main Comment
@zeusjean,vales oro,2020-04-01T07:36:49Z,1,Main Comment
@juliangu1969,great video!,2020-04-01T07:36:44Z,0,Main Comment
@rohitsinha3519,Obviously 1st.  Practice for i don't knw how much of hours..,2020-04-01T07:35:58Z,0,Main Comment
@hacker-7214,The only thing I hate about codeforces is reading input and small test cases. Also do u need to have high iq and be realllly good at math? I'm above average for both,2020-04-01T07:35:56Z,1,Main Comment
@royrogers9680,"Hell no. I've met people who are naturally good and others who work their asses off. A ""Genius"" simply naturally is good at something and works their ass off. In the end, grinding is the key to winning. I promise you no amount of iq will beat even an average person's experience. As for math, competitive math is what's most helpful, number theory, combinatorics, etc. Advanced Calculus is quite useless (although on rare occasion I've seen people use it, and it was an unintentional harder solution) stick to summing series and modular arithmetic",2020-04-01T08:19:38Z,0,Reply
@saiham4500,"Do three things, practice... practice... practice...",2020-04-01T07:35:49Z,0,Main Comment
@kartaLaLa,"A red coder
Errichto
Sounds similar 😂",2020-04-01T07:35:40Z,241,Main Comment
@tagberli,and looks also similar,2020-04-02T05:16:01Z,5,Reply
@zyro9922,So true lol. I thought the same.,2020-05-04T17:23:41Z,0,Reply
@sanketgadge9060,i really liked that......hello programmers! I am like halo errichtooo,2020-04-01T07:32:59Z,0,Main Comment
@aishwaryaramesh4877,"April Fool's joke is brilliant xD   Great content, simply love it! Thank you Errichto! Stay blessed :D",2020-04-01T07:32:46Z,1,Main Comment
@piyushnaithani7689,Practice 🤩,2020-04-01T07:31:39Z,0,Main Comment
@geekynoob147,"So , should I read the book in the thumbnail or not ? 😅😂",2020-04-01T07:30:53Z,8,Main Comment
@SantoshKumar-nc7uw,Hello programmers😇,2020-04-01T07:29:07Z,1,Main Comment
@x87-64,Stop clickbaiting and go back to your normal videos please,2020-04-01T07:28:31Z,1,Main Comment
@jporwal09,can you please suggest some medium level problems for DP?,2020-04-01T07:27:14Z,0,Main Comment
@hemantpatel1413,Slightly above your comfort zone. That's my favourite.,2020-04-01T07:26:00Z,98,Main Comment
@jay-rathod-01,🤟♥️🤟,2020-04-01T07:25:58Z,1,Main Comment
@fuadalhasan1784,More funny and aslo helpful video.  😍😍😍,2020-04-01T07:25:39Z,1,Main Comment
@MasudRana-uw5mb,Can I see solution any problem?,2020-04-01T07:24:49Z,1,Main Comment
@nikhilkr1005,Well the starting April Fool joke is the bitter truth 🤐😄,2020-04-01T07:24:29Z,63,Main Comment
@tanzidulislam7687,💜💜,2020-04-01T07:23:19Z,1,Main Comment
@amarks444,Hahaha that April fool 😂 joke was  Awesome.Apart From that Whole Video is Good👌.,2020-04-01T07:22:40Z,11,Main Comment
@huyle-hb8mn,=)),2020-04-01T07:22:16Z,1,Main Comment
@SinghSidhuKuldeep,Harambe would be proud,2020-04-01T07:21:51Z,2,Main Comment
@Errichto,F,2020-04-01T07:23:02Z,4,Reply
@VatsalSharma07082000,The last part xD,2020-04-01T07:21:24Z,1,Main Comment
@kylehipolito8847,Can you do a guide on macros please?,2020-04-01T07:21:09Z,1,Main Comment
@Errichto,"Here you go: don't care about them.
It's something that will only distract you. Start using them once you are very good already.",2020-04-01T07:28:23Z,3,Reply
@kylehipolito8847,@Errichto Thanks man! I'll do my best :D,2020-04-01T07:40:50Z,0,Reply
@Errichto,You won't believe number 4.,2020-04-01T07:20:51Z,1804,Main Comment
@aayushsharma1048,@Errichto Do we need to join any coaching or courses to become a competitive programmer or self learning and practicing is enough ? And thank you for such knowledgeable content.,2020-04-01T07:30:31Z,36,Reply
@Errichto,@aayushsharma1048 The video says everything that needs to be done.,2020-04-01T07:41:16Z,202,Reply
@iitnakanpur..,The thing I won't believe is 1.6k views in just 22min.😂😂😂,2020-04-01T07:43:33Z,36,Reply
@dr.darkfurygaming9174,"@Errichto how to understand problem quickly 
Sometimes i stuck what problem asking for 
Thanks for great content",2020-04-01T08:11:40Z,9,Reply
@bobturner2764,"Hi I'm trying to learn python. I have set up an ide and know the basics. Like data types. Lists dict, tuples. Some idea of classes and objects. Functions , lambda . Any advice on how to practice and learn more and what resources to use.",2020-04-01T08:13:43Z,2,Reply
@videocorner3305,Thanks for the tips bro.,2020-04-01T07:19:36Z,1,Main Comment
@Rahulmishra-iv9dt,Practice ☺☺☺,2020-04-01T07:19:29Z,1,Main Comment
@Gig_801,I liked the first one 😎,2020-04-01T07:18:01Z,1,Main Comment
@crazymemes4080,If mathematics is not a background can we solve problems? With no background in mathematics,2020-04-01T07:17:13Z,8,Main Comment
@dr.darkfurygaming9174,It might tough,2020-04-01T08:07:00Z,1,Reply
@royrogers9680,Lmao yes. You definitely can. I have many competitive friends who can't add properly but they can definitely code and construct algorithms. However if you wish to achieve higher ratings then you have to learn some competitive math (mainly number theory and combinatorics),2020-04-01T08:11:38Z,1,Reply
@crazymemes4080,@royrogers9680 haha.. yeah,2020-04-01T08:13:18Z,0,Reply
@crazymemes4080,@royrogers9680 i was just wondering 🤣🤣,2020-04-01T08:13:32Z,0,Reply
@blackside7108,What do u mean not background? Not at all? Or just need i little bit math practise?,2020-04-01T15:34:35Z,0,Reply
@TechWithSabri,"A little laughter earns you a lot of programming
Respect Bro we love what you doing !!!",2020-04-01T07:17:10Z,117,Main Comment
@yemiyesufu,6th👏🏽👏🏽👏🏽,2020-04-01T07:16:21Z,2,Main Comment
@mdsarwarraish8763,I am your first viewer,2020-04-01T07:15:54Z,1,Main Comment
@MCGurrenlagan,Thanks bro 🤠,2020-04-01T07:14:57Z,1,Main Comment
@TravellerMann,Great video 👍 thanks,2020-04-01T07:14:26Z,1,Main Comment
@crazymemes4080,Yo bro,2020-04-01T07:14:17Z,1,Main Comment
@poorgang,First,2020-04-01T07:14:15Z,2,Main Comment
